CustomerID,TotalSpend,InvoiceCount,FirstPurchase,LastPurchase,TotalQuantity,Recency,Frequency,AvgOrderValue,Recency_norm,Frequency_norm,TotalSpend_norm,RFM_Score,CLV,Anomaly,Cluster
12432.0,5059.32,5,2011-06-20 13:27:00,2011-10-28 11:43:00,1801,5065,5,1011.8639999999999,0.11260053619303001,0.019230769230769232,0.01804257331676863,0.36614178828704935,1517.7959999999998,Normal,0
12433.0,13375.87,7,2010-12-01 13:24:00,2011-12-09 10:02:00,11071,5023,7,1910.8385714285716,0.0,0.02884615384615385,0.047723096604463625,0.4229707751351853,4012.761,Anomaly,0
12434.0,806.14,2,2011-03-24 13:05:00,2011-09-16 12:38:00,394,5107,2,403.07,0.22520107238606002,0.004807692307692308,0.002863609920076664,0.3122209617139067,241.84199999999998,Normal,2
12435.0,7829.89,2,2011-03-17 07:40:00,2011-09-21 09:06:00,2055,5102,2,3914.945,0.21179624664879348,0.004807692307692308,0.02793032333392588,0.32510290603296804,2348.967,Anomaly,2
12436.0,509.01,1,2011-09-01 12:09:00,2011-09-01 12:09:00,211,5122,1,509.01,0.26541554959785607,0.0,0.0018031973830904366,0.29437473937578473,152.703,Normal,2
12437.0,4951.41,18,2011-01-12 14:13:00,2011-12-08 11:35:00,2922,5024,18,275.0783333333333,0.002680965147453307,0.08173076923076923,0.01765745866370033,0.4287440823093596,1485.423,Anomaly,0
12438.0,2906.85,2,2011-07-22 13:29:00,2011-11-25 13:28:00,1180,5037,2,1453.425,0.037533512064342744,0.004807692307692308,0.010360729768534709,0.389537121797131,872.055,Normal,0
12441.0,173.55,1,2010-12-08 10:45:00,2010-12-08 10:45:00,121,5389,1,173.55,0.9812332439678286,0.0,0.0006059908079973799,0.0076884996552677625,52.065000000000005,Normal,3
12442.0,172.06,1,2011-12-06 14:22:00,2011-12-06 14:22:00,182,5026,1,172.06,0.00804289544235992,0.0,0.0006006732208129505,0.3969630437893,51.618,Normal,0
12444.0,5005.46,5,2011-06-21 14:00:00,2011-11-18 13:23:00,1153,5044,5,1001.092,0.05630026809651589,0.019230769230769232,0.01785035503102812,0.38860423003993283,1501.638,Normal,0
12445.0,133.4,1,2011-11-17 18:43:00,2011-11-17 18:43:00,62,5045,1,133.4,0.058981233243967424,0.0,0.00046270146205453655,0.37654631714102943,40.02,Normal,0
12446.0,1002.3100000000001,1,2011-10-13 12:50:00,2011-10-13 12:50:00,351,5080,1,1002.3100000000001,0.15281501340482606,0.0,0.0035637113146870653,0.33994310803247574,300.693,Normal,2
12447.0,476.49,1,2011-04-10 13:25:00,2011-04-10 13:25:00,190,5266,1,476.49,0.6514745308311003,0.0,0.0016871383661524225,0.13991632917740562,142.947,Normal,1
12448.0,449.45,1,2011-10-26 13:46:00,2011-10-26 13:46:00,243,5067,1,449.45,0.11796246648793662,0.0,0.0015906366497316384,0.35329220439974485,134.83499999999998,Normal,0
12449.0,4067.29,4,2011-06-05 15:37:00,2011-11-17 13:46:00,1553,5045,4,1016.8225,0.058981233243967424,0.014423076923076924,0.014502166595581113,0.3850850797580105,1220.187,Normal,0
12450.0,197.88,2,2011-06-19 14:36:00,2011-07-06 14:41:00,128,5179,2,98.94,0.41823056300268213,0.004807692307692308,0.0006928209396733295,0.23435792877313683,59.364,Normal,1
12451.0,9035.52,5,2011-01-19 09:05:00,2011-11-29 08:40:00,6575,5033,5,1807.104,0.026809651474531293,0.019230769230769232,0.03223303651323024,0.40471528113338734,2710.656,Anomaly,0
12452.0,430.57,2,2011-11-23 08:05:00,2011-11-23 10:28:00,185,5039,2,215.285,0.04289544235924936,0.004807692307692308,0.0015232567530591382,0.3847411077745257,129.171,Normal,0
12453.0,707.09,1,2011-07-28 14:08:00,2011-07-28 14:08:00,473,5157,1,707.09,0.35924932975871293,0.0,0.002510115282078193,0.2570533026811383,212.127,Normal,2
12454.0,3528.34,1,2011-10-14 17:13:00,2011-10-14 17:13:00,1006,5079,1,3528.34,0.15013404825737275,0.0,0.012578734640515225,0.3437200010892055,1058.502,Normal,2
12455.0,2466.86,6,2011-02-16 09:56:00,2011-09-27 15:31:00,2089,5096,6,411.1433333333334,0.19571045576407542,0.02403846153846154,0.008790471254925951,0.3315644975323861,740.058,Normal,2
12456.0,3181.04,3,2011-03-30 09:12:00,2011-10-26 14:41:00,1633,5067,3,1060.3466666666666,0.11796246648793662,0.009615384615384616,0.011339272875983481,0.3591014106522358,954.3119999999999,Normal,0
12457.0,2363.23,7,2011-04-14 18:57:00,2011-10-04 13:13:00,843,5089,7,337.6042857142857,0.17694369973190405,0.02884615384615385,0.008420631281823663,0.34040255564563165,708.9689999999999,Normal,2
12458.0,947.4,2,2011-02-28 10:55:00,2011-09-29 15:25:00,506,5094,2,473.7,0.1903485254691688,0.004807692307692308,0.003367745735964237,0.3263132212254295,284.21999999999997,Normal,2
12461.0,826.88,2,2011-07-08 10:23:00,2011-09-06 16:57:00,287,5117,2,413.44,0.25201072386058954,0.004807692307692308,0.0029376278786035527,0.301519306511653,248.064,Normal,2
12462.0,1189.59,2,2011-02-09 14:44:00,2011-11-21 09:11:00,536,5041,2,594.795,0.04825737265415597,0.004807692307692308,0.004232085628713856,0.38340898431925946,356.87699999999995,Normal,0
12463.0,1344.78,4,2011-04-12 12:47:00,2011-10-17 13:44:00,776,5076,4,336.195,0.1420911528150146,0.014423076923076924,0.0047859355315001545,0.3489262426103673,403.43399999999997,Normal,2
12464.0,1212.05,8,2011-02-03 13:30:00,2011-11-29 13:33:00,112,5033,8,151.50625,0.026809651474531293,0.03365384615384616,0.004312242010030824,0.4006659658593506,363.61499999999995,Normal,0
12465.0,742.1899999999999,2,2011-06-23 13:37:00,2011-11-22 16:34:00,479,5040,2,371.09499999999997,0.045576407506702665,0.004807692307692308,0.002635381933201326,0.38400235926958703,222.65699999999998,Normal,0
12468.0,729.5400000000001,2,2011-01-27 13:29:00,2011-06-05 11:36:00,366,5210,2,364.77000000000004,0.5013404825737275,0.004807692307692308,0.0025902359748905673,0.20168318545528385,218.86200000000002,Normal,1
12471.0,19824.05,30,2010-12-10 09:35:00,2011-12-07 15:43:00,8212,5025,30,660.8016666666666,0.005361930294906614,0.13942307692307693,0.0707356867594256,0.4609028569867881,5947.214999999999,Anomaly,0
12472.0,6572.11,7,2010-12-05 14:19:00,2011-11-07 14:01:00,4148,5055,7,938.8728571428571,0.08579088471849872,0.02884615384615385,0.02344149460316649,0.38136994064739665,1971.6329999999998,Normal,0
12473.0,3938.5499999999997,5,2011-06-01 10:15:00,2011-11-10 13:46:00,2439,5052,5,787.7099999999999,0.07774798927614057,0.019230769230769232,0.014042712787444582,0.37888284889500795,1181.5649999999998,Normal,0
12474.0,7375.79,18,2011-01-14 10:06:00,2011-11-22 14:39:00,4847,5040,18,409.7661111111111,0.045576407506702665,0.08173076923076923,0.026309708340335712,0.4141815802686505,2212.737,Anomaly,0
12475.0,723.38,1,2011-10-17 10:10:00,2011-10-17 10:10:00,535,5076,1,723.38,0.1420911528150146,0.0,0.0025682518560609805,0.3439340144308125,217.01399999999998,Normal,2
12476.0,6816.42,11,2010-12-13 14:39:00,2011-11-24 12:40:00,2408,5038,11,619.6745454545454,0.04021447721179605,0.04807692307692309,0.02431340045888993,0.40563130617602555,2044.9259999999997,Normal,0
12477.0,13219.74,6,2011-02-11 12:45:00,2011-11-17 09:51:00,3653,5045,6,2203.29,0.058981233243967424,0.02403846153846154,0.04716589198224553,0.3977688127586252,3965.922,Anomaly,0
12478.0,680.99,1,2011-12-06 09:56:00,2011-12-06 09:56:00,236,5026,1,680.99,0.00804289544235992,0.0,0.0024169682850891964,0.39750793230858283,204.297,Normal,0
12479.0,527.2,1,2011-11-28 13:26:00,2011-11-28 13:26:00,385,5034,1,527.2,0.0294906166219846,0.0,0.0018681147729459864,0.38876418778308997,158.16,Normal,0
12480.0,3281.63,4,2011-01-07 15:27:00,2011-11-11 14:52:00,1707,5051,4,820.4075,0.07506702412868727,0.014423076923076924,0.01169826354368935,0.37780959248855495,984.489,Normal,0
12481.0,5596.32,10,2010-12-09 10:13:00,2011-11-17 08:29:00,3304,5045,10,559.632,0.058981233243967424,0.04326923076923077,0.01995904601343879,0.39537598973721394,1678.896,Normal,0
12483.0,2484.98,8,2011-01-04 14:20:00,2011-11-22 17:02:00,1110,5040,8,310.6225,0.045576407506702665,0.03365384615384616,0.008855138825249345,0.3945221324910476,745.494,Normal,0
12484.0,4541.72,6,2011-01-07 14:04:00,2011-11-07 11:37:00,2191,5055,6,756.9533333333334,0.08579088471849872,0.02403846153846154,0.016195336319009834,0.3777537854698419,1362.516,Normal,0
12488.0,1298.66,3,2011-09-25 10:34:00,2011-11-30 08:50:00,529,5032,3,432.8866666666667,0.024128686327077986,0.009615384615384616,0.004621340148315001,0.3946195428982787,389.598,Normal,0
12489.0,334.93,1,2011-01-07 13:13:00,2011-01-07 13:13:00,105,5359,1,334.93,0.9008042895442365,0.0,0.0011819318951270452,0.04003286375084351,100.479,Normal,3
12490.0,5417.93,10,2011-01-14 09:13:00,2011-12-04 16:07:00,3064,5028,10,541.793,0.013404825737266535,0.04326923076923077,0.019322398779995607,0.41341555856986134,1625.3790000000001,Normal,0
12491.0,460.40000000000003,1,2011-11-01 12:18:00,2011-11-01 12:18:00,260,5061,1,460.40000000000003,0.10187667560321678,0.0,0.0016297155622615048,0.3597382444273918,138.12,Normal,0
12492.0,263.21000000000004,2,2011-08-26 14:51:00,2011-10-07 15:15:00,192,5086,2,131.60500000000002,0.16890080428954413,0.004807692307692308,0.0009259739401825689,0.3341597781585448,78.96300000000001,Normal,2
12493.0,433.74,2,2011-05-26 14:53:00,2011-06-27 10:17:00,207,5188,2,216.87,0.44235924932975834,0.004807692307692308,0.001534570009015273,0.22495897896310893,130.12199999999999,Normal,1
12494.0,1246.1000000000001,7,2010-12-09 11:31:00,2011-11-24 09:34:00,707,5038,7,178.01428571428573,0.04021447721179605,0.02884615384615385,0.004433761368171642,0.3938981836795793,373.83000000000004,Normal,0
12497.0,1043.1,1,2011-09-19 12:29:00,2011-09-19 12:29:00,1236,5104,1,1043.1,0.2171581769437001,0.0,0.003709284724923891,0.3142495146399972,312.92999999999995,Normal,2
12498.0,403.70000000000005,3,2011-10-13 09:30:00,2011-11-18 12:53:00,159,5044,3,134.5666666666667,0.05630026809651589,0.009615384615384616,0.0014273617412164435,0.38079271666837394,121.11000000000001,Normal,0
12500.0,4257.82,11,2011-01-10 09:48:00,2011-11-16 16:20:00,2678,5046,11,387.07454545454544,0.06166219839142073,0.04807692307692309,0.015182139673600787,0.39431283946858886,1277.3459999999998,Normal,0
12501.0,2169.39,1,2011-01-07 12:28:00,2011-01-07 12:28:00,1783,5359,1,2169.39,0.9008042895442365,0.0,0.007728845308783543,0.04199693777494046,650.8169999999999,Normal,3
12502.0,3723.87,5,2011-02-03 10:41:00,2011-09-05 11:52:00,820,5118,5,744.774,0.25469168900804284,0.019230769230769232,0.013276551970831642,0.3078755207572631,1117.1609999999998,Normal,2
12504.0,482.04999999999995,2,2011-11-09 14:56:00,2011-11-21 16:02:00,90,5041,2,241.02499999999998,0.04825737265415597,0.004807692307692308,0.0017069811747064002,0.3826514529830572,144.61499999999998,Normal,0
12506.0,73.5,1,2011-04-21 08:54:00,2011-04-21 08:54:00,23,5255,1,73.5,0.6219839142091157,0.0,0.00024892731953955977,0.1512811125122156,22.05,Normal,1
12507.0,1304.81,3,2011-02-14 09:24:00,2011-07-28 17:09:00,894,5157,3,434.93666666666667,0.35924932975871293,0.009615384615384616,0.004643288578639993,0.2605778700547222,391.443,Normal,2
12508.0,398.27,2,2011-11-10 16:27:00,2011-11-13 15:37:00,272,5049,2,199.135,0.06970509383378065,0.004807692307692308,0.0014079828832221808,0.3739826650237621,119.481,Normal,0
12509.0,176.5,1,2011-02-28 14:45:00,2011-02-28 14:45:00,55,5307,1,176.5,0.7613941018766752,0.0,0.000616518916852458,0.09562731492438566,52.949999999999996,Normal,3
12510.0,982.5699999999999,2,2011-01-18 14:04:00,2011-07-20 10:15:00,353,5165,2,491.28499999999997,0.3806970509383376,0.004807692307692308,0.003493262206619525,0.2502114659789585,294.77099999999996,Normal,1
12512.0,138.03,2,2011-10-04 14:53:00,2011-10-04 14:55:00,99,5089,2,69.015,0.17694369973190405,0.004807692307692308,0.00047922523968132015,0.33080859537145046,41.409,Normal,2
12513.0,612.29,1,2011-08-19 10:51:00,2011-08-19 10:51:00,462,5135,1,612.29,0.3002680965147455,0.0,0.0021717882585319524,0.2805442978716614,183.68699999999998,Normal,2
12514.0,1017.68,1,2011-03-17 16:38:00,2011-03-17 16:38:00,440,5290,1,1017.68,0.7158176943699743,0.0,0.0036185645462472518,0.11475849161588444,305.304,Normal,3
12515.0,383.7,1,2010-12-21 15:43:00,2010-12-21 15:43:00,131,5376,1,383.7,0.9463806970509392,0.0,0.0013559847320294728,0.021854516599233167,115.11,Normal,3
12516.0,1312.06,2,2011-06-12 11:37:00,2011-09-23 09:13:00,875,5100,2,656.03,0.20643431635388865,0.004807692307692308,0.00466916274447027,0.3202693299740933,393.618,Normal,2
12517.0,2502.84,5,2011-06-02 15:13:00,2011-11-11 14:04:00,1371,5051,5,500.56800000000004,0.07506702412868727,0.019230769230769232,0.008918878494453312,0.37841808466609184,750.852,Normal,0
12518.0,2056.89,5,2011-08-21 13:18:00,2011-12-09 10:13:00,1318,5023,5,411.378,0.0,0.019230769230769232,0.007327349632106833,0.40796743565886284,617.0669999999999,Normal,0
12519.0,340.84,1,2011-10-07 09:26:00,2011-10-07 09:26:00,183,5086,1,340.84,0.16890080428954413,0.0,0.001203023801341795,0.3328005854245849,102.252,Normal,2
12520.0,2634.26,5,2011-03-11 11:35:00,2011-09-21 15:23:00,1439,5102,5,526.8520000000001,0.21179624664879348,0.019230769230769232,0.009387896821820894,0.3238671011562596,790.278,Normal,2
12521.0,599.68,1,2011-07-20 10:51:00,2011-07-20 10:51:00,309,5165,1,599.68,0.3806970509383376,0.0,0.0021267850542395672,0.24835921514093684,179.90399999999997,Normal,1
